Run,Size,Time_insert (nanoseconds),Time_getMax (nanoseconds),Time_deleteMax (nanoseconds) 
0,8213504,156499200,5374600,6558800
1,2983849,65397000,1073800,1575000
2,276561,5018300,41800,75400
3,2945033,52523000,748100,1059700
4,8228595,140375600,1996600,3009900
5,825480,13910400,111200,214400
6,889251,15055400,150300,246700
7,7071686,120171900,1682400,2559600
8,7890663,137232700,1891800,2800400
9,5757649,98337900,1405900,2231400
10,5653166,96290600,1408400,1999800
11,8658154,151881400,2119900,3217500
12,3128325,55014100,861500,1153200
13,5444890,97083600,1735800,3656400
14,7280534,130306500,1831600,2785300
15,4475124,79829300,1188700,1729100
16,5783518,101795300,1391700,2028200
17,2240527,37950700,516300,736200
18,1349959,23782400,306800,427500
19,3287341,57160400,772800,1143200
20,9791063,174283000,2404100,3639400
21,8188240,152733900,2666500,3453700
22,5404509,96231500,1547900,2139000
23,4703699,83811700,1143000,1743700
24,4004090,71559500,990900,1407500
25,2288108,41851300,585600,844800
26,8543804,158391300,2525600,3399800
27,5564590,103042000,1393000,2106700
28,7358748,132705400,1941000,2871100
29,8977968,164693900,2248000,3294900
30,2411362,40717600,544800,766700
31,9519648,167084500,2277000,3439100
32,1019077,18079200,228000,317300
33,6199080,107306600,1494500,2192600
34,2112400,35932400,461900,744800
35,1618342,29548100,446200,556400
36,4619796,80113700,1110500,1656800
37,9207228,156066700,2413900,3653100
38,1794207,31300900,409500,539900
39,3954425,67253700,1044500,1424000
40,4640894,78788300,1139700,1703500
41,2382654,41997000,511300,767300
42,2289529,40383800,557500,780900
43,9159645,158283300,2199700,3365700
44,8908307,152047000,2092700,3145200
45,6369769,108217000,1517300,2254600
46,1912696,33959200,497400,676200
47,6022154,105612300,1594700,2266200
48,7894826,142137200,1982700,3141300
49,6426765,113050600,1651400,2395900
50,3686152,62276500,858700,1382000
51,4079408,72064800,1000800,1489100
52,4615138,78172500,1166900,1750200
53,9365725,159140700,2655800,3491700
54,9107258,157421800,2322500,3242100
55,3653957,61878000,882900,1276500
56,108092,1818300,15200,28600
57,561091,9489900,76400,148900
58,2594188,44943700,645200,873300
59,6551550,110937700,1622400,2728800
60,5582867,95760700,1393200,1986000
61,5087513,88068200,1425200,2092400
62,3457618,58416300,798000,1207100
63,8369558,142410700,2010000,2956300
64,1325265,22413900,255000,384700
65,2755246,46476800,617000,896900
66,7118029,124336500,1717200,2605600
67,7525318,128166600,1774100,2658500
68,7078558,123798100,1709500,2675800
69,8695368,151427100,2146300,3097400
70,1612097,27236600,277900,451100
71,6569897,114984200,1688400,2336900
72,1650237,27716000,259100,449700
73,9375889,161602800,2209800,3315300
74,7581103,129268200,2254300,2943900
75,9688651,165379900,2324800,3447900
76,5425105,92439300,1295300,1933600
77,7049183,119081700,1669100,2491900
78,9750315,165947100,2310400,3483400
79,7566417,128521200,1773600,2749000
80,6998925,118212000,1660700,2477900
81,1880013,31721800,386300,574600
82,352744,6006900,65000,95700
83,8637921,146204900,2045600,3044700
84,8979391,155648400,2354400,3333600
85,3801258,66682100,915900,1348400
86,8855101,149821600,2074500,3105200
87,4299374,74202200,1018400,1511700
88,3040329,53696000,709500,1038300
89,2038633,34292900,388300,598900
90,5917359,100450000,1582300,2294500
91,5734499,98476400,1369300,2040700
92,3555294,61416300,851400,1239000
93,1892223,32018000,333600,545600
94,2322404,41520400,591900,857200
95,5843964,100298600,1369900,2068600
96,5390896,92902900,1331500,1899300
97,3254985,55693000,797400,1178100
98,1600392,27043100,253300,435300
99,3423471,57794700,830500,1171400
100,3135810,55268200,868000,1235700
101,6287107,107846700,1507800,2224600
102,4612779,79259200,1189000,1691100
103,4039768,68516300,1039500,1402800
104,1961929,33187900,399100,612900
105,4524529,76353100,1154200,1635300
106,2674123,49055100,683000,975700
107,6402871,114699500,1586100,2432400
108,3978286,68483100,971900,1410600
109,1696300,28612300,274700,469400
110,2166280,36791500,469600,863800
111,5142605,86994700,1243800,1825100
112,5647817,98231400,1363800,2071600
113,8624520,147221400,2044200,3070000
114,4572747,77343400,1102100,1611800
115,6276038,106793000,1495900,2255200
116,3140695,56451000,763700,1133800
117,8159858,138303900,1936400,2899300
118,481396,8388200,72700,125700
119,822509,13956400,136700,228100
120,1975391,33320100,382000,577800
121,6007678,103198000,1464200,2288800
122,8543914,151556000,2160300,3136700
123,2040935,34490700,388500,607200
124,2777047,46911900,692900,970000
125,2037848,36818300,514700,710500
126,6214281,105283300,1562400,2199600
127,2030466,34403000,479300,671700
128,4683421,81710200,1390500,1831700
129,5436028,91964600,1341300,2021600
130,7430833,128426500,2117100,3063300
131,7236785,122927300,1731400,2560900
132,8146761,142637800,1930200,2885300
133,1003643,16895900,155600,269900
134,8318979,143603800,1991500,3058400
135,2893584,48946200,670700,976500
136,6566241,111961700,1582400,2344200
137,8638085,149557300,2075200,3155300
138,3025186,51426500,732700,1037100
139,700454,11897500,139600,201900
140,3464046,58890400,878600,1198300
141,7892266,134874400,1877400,2794600
142,1523137,26652700,279600,444000
143,5206699,88344000,1248600,1832800
144,7657347,131484200,1853600,2756800
145,9148189,154639100,2164900,3225400
146,8672291,147533100,2051200,3089100
147,6684641,115349200,1591800,2378200
148,820197,13812100,120600,215300
149,6923710,117140300,1663300,2523600
150,5375543,90663400,1283200,1932400
151,1683320,30248600,348700,538600
152,9589826,164136700,2342100,3604900
153,8420612,152978400,2037200,3090300
154,1267498,22351500,231900,370300
155,5264872,90211300,1263000,1953300
156,7539397,128659400,2059300,2691200
157,7989506,135361500,1895700,2828200
158,8551691,145171300,2035600,3018300
159,9661235,166290300,2320900,3419700
160,3577308,66248400,897200,1291700
161,2201993,39442200,526900,750200
162,4995534,84611800,1204200,1784900
163,8188943,139456800,1958200,3006200
164,9400713,160062500,2466000,3600200
165,1037660,17740400,157100,271000
166,5413801,91268900,1289700,1904600
167,7887931,133539700,1882000,2925000
168,8329552,140796100,1960300,2952700
169,3877091,68068900,924400,1358600
170,5827638,98226600,1413800,2046900
171,7100660,120819600,1756500,2690800
172,2561687,44435000,560600,802400
173,2017131,37369000,518500,716200
174,6024995,101688800,1479400,2274100
175,9297882,159361200,2198800,3308200
176,5817541,101996200,1396100,2062800
177,6530336,117559800,1543700,2340800
178,9722313,164913100,2313700,3582800
179,5959088,103674900,1417600,2116100
180,6364822,110685200,1537300,2286700
181,1961232,34444800,498800,679200
182,4233817,71507700,1025200,1490300
183,8959460,151859700,2123300,3326600
184,7432844,127608300,1932700,2871700
185,3381702,57569800,811300,1180100
186,3114127,52721800,730900,1076500
187,9389635,160814700,2239400,3321400
188,8206360,140880900,2083700,3089900
189,612143,10292700,86200,160700
190,6079582,104831300,1602700,2175600
191,3513630,59325800,827100,1235100
192,3475351,58665500,826100,1191400
193,2090879,36934100,470400,677100
194,9763684,168760900,2303900,3663300
195,1934632,33661200,500300,651500
196,6631649,115694800,1577300,2349700
197,6782421,114533000,1616900,2409700
198,9295193,161669200,2235700,3351500
199,1398321,23697100,234900,391400
200,6284729,107209600,1505300,2263000
201,1046514,17637900,185200,277000
202,9682071,164725000,2306900,3457300
203,1014873,17161200,186800,273400
204,7881553,133886700,1924600,2804200
205,3296392,55599900,767900,1150200
206,3578092,61534500,845300,1234600
207,6123320,105168900,1471900,2164800
208,253495,4288700,35900,66000
209,4133323,69755900,1018400,1471700
210,380943,6462200,69300,99900
211,6076107,104202500,1478800,2334000
212,5652938,95127800,1409100,1996200
213,5753804,98624900,1383400,2167500
214,9881499,168819000,2333100,3521500
215,6623019,112134200,1771500,2451400
216,2303382,38943500,482800,687200
217,5247852,93477900,1331200,1932900
218,9385899,160967900,2219100,3328600
219,6573850,111290000,1574300,2313100
220,1069342,18061900,161600,293700
221,2782255,47014800,663300,915900
222,4703905,83346700,1151000,1715400
223,2489506,42036900,555100,788300
224,9757539,166836400,2349700,3450800
225,9507787,162137500,2240200,3392900
226,7274256,125968800,1716700,2579900
227,3948009,66622300,964100,1388400
228,2085587,35288400,487800,637300
229,4361175,74403600,1061800,1529200
230,5780021,97680400,1549500,2088800
231,2042229,34533100,373000,581200
232,2236348,38779300,549500,767600
233,4922672,83259200,1186000,1732200
234,4622807,81260500,1196100,1688200
235,4588786,77424900,1139500,1610100
236,369184,6191400,55400,107000
237,3658538,61669900,855800,1261000
238,306591,5389000,42000,83600
239,8072834,137504400,1939400,2852600
240,2872831,48459900,671800,965000
241,3475731,60865000,851900,1237100
242,8169999,137897400,1987800,2907600
243,4712766,81653300,1128700,1671500
244,1248540,21018100,204400,325300
245,990860,18218400,302600,414200
246,1521667,25775600,256800,423300
247,8606136,147140000,2069400,3276400
248,5166,91700,1000,1700
249,4352372,74958900,1055000,1575200
250,1696084,29298100,313700,511800
251,957316,17206600,145100,265500
252,3955019,69643700,1112800,1554000
253,4494054,76360000,1063100,1575600
254,653502,11095900,109300,169800
255,475378,8060000,85400,140500
256,2485721,42400800,567200,905600
257,2548747,43043800,548400,795800
258,4762673,82072300,1153800,1693100
259,500306,8444700,86400,134600
260,747994,12712200,132300,224300
261,7596615,131426900,2366800,3758400
262,5523263,93600300,1319500,1950400
263,7700400,132156400,1852100,2724200
264,4186570,70528200,989100,1456800
265,5421188,95217000,1343200,2039600
266,7004201,118316600,1678700,2517300
267,5638531,98312000,1360700,2040400
268,3429500,57918900,822900,1185000
269,7187879,127400500,1741600,2593000
270,238939,5095100,37000,66500
271,7442092,127149500,1790200,2651400
272,3090990,53145600,765700,1130400
273,4361930,74782800,1025800,1531500
274,9522645,164807300,2255900,3398800
275,7568115,129307300,1784900,2674700
276,522131,8774800,84700,138000
277,9158935,156181500,2204600,3240300
278,1549051,26143100,252500,434300
279,817949,13768800,152400,214700
280,8848469,153262700,2101800,3209200
281,3072519,51795700,693800,1020300
282,594679,10066800,95500,162700
283,6204824,107055300,1477000,2272400
284,1241847,22615100,310400,418900
285,1517231,27983000,326600,497600
286,2885861,49083300,664300,951600
287,809742,13803700,136800,225600
288,6296020,107086800,1499500,2244700
289,9966057,168215300,2366800,3554700
290,1544676,26028100,269200,438500
291,9932774,169168300,2339100,3528900
292,6540641,113441700,1560800,2430400
293,6481795,110432400,1601300,2327600
294,6740670,117847100,1627500,2381900
295,587510,9987000,97500,166000
296,7601835,129269600,1806000,2985700
297,3302056,55714900,785600,1145800
298,2007918,34413700,377600,586400
299,795483,13454500,145900,220200
300,320733,5658500,51500,87500
301,1372286,23162800,224300,381400
302,457338,7735300,75100,132200
303,9858536,170332900,2352600,3488800
304,2330280,39721800,515900,751300
305,2971734,50286500,698000,1003400
306,2580333,43538500,621500,872400
307,4686831,80410400,1130200,1690600
308,7469010,130506500,1779800,2730900
309,4535443,79341000,1089600,1723200
310,1504080,25384300,283100,522100
311,9113671,154030900,2180700,3269900
312,1127563,19013900,238300,322400
313,9840753,169631800,2349500,3651200
314,1358542,23010700,221400,377600
315,8275093,141231300,1960200,2951200
316,4282495,75964200,1227000,1578900
317,2949008,52770300,721200,1131100
318,4008595,67693100,961600,1397000
319,7152294,124156600,1727000,2716000
320,8260749,140344400,1991100,3041500
321,7124310,124379900,1721600,2524300
322,6874153,117837400,1625800,2485300
323,4428602,75371700,1062700,1557700
324,3837596,64740200,927900,1335100
325,343045,5765900,44700,93500
326,1858351,31553000,401400,578900
327,8732266,152576500,2060500,3087900
328,4776596,81840100,1293300,1852500
329,7025977,119268200,1682400,2526500
330,6383621,112462900,1730900,2485400
331,4486866,76630100,1068800,2363300
332,3335548,57995400,908400,1232100
333,6679795,119944100,1589100,2467000
334,171002,2868000,22700,44600
335,4307618,72755900,1122000,1689600
336,9976902,172165300,2351800,3614400
337,7826696,137433200,2068000,2946600
338,1628616,27592900,368800,561100
339,3391520,58916700,832000,1181700
340,1578697,29670000,557800,941000
341,9252542,157316100,2247300,3357000
342,9254803,158514200,2190900,3346200
343,6563807,112990900,1892500,2404200
344,9274976,158377900,2294900,3297100
345,6476000,110671900,1515700,2303900
346,2129244,35989900,429000,638100
347,250121,4239500,33500,65200
348,5374788,93350500,1405500,2030100
349,8633427,145488000,2064500,3183100
350,9940478,169991700,2378600,3552900
351,4180150,73500300,1050600,1594000
352,3476499,60744500,817600,1198800
353,8660060,148680300,2065700,3063500
354,5674881,96373900,1408200,2006000
355,4375087,73732100,1050700,1537000
356,7414805,126851800,1923500,2742500
357,6514051,110063700,1984000,2592400
358,6950802,118311500,1699500,2460500
359,412708,7000000,76500,107800
360,6923898,123290400,1664900,2464600
361,1702530,29071400,306400,489100
362,3660282,61811400,979200,1319900
363,664207,11666500,102900,180700
364,8222704,140283900,1948900,2936500
365,3789176,63804700,891500,1335000
366,2801959,49540900,651500,970800
367,5484059,92450500,1307000,1930700
368,3580998,60364800,837800,1325800
369,9478509,160872200,2238900,3353400
370,2770114,48551500,702200,1020400
371,9398967,164210500,2254600,3462800
372,925348,15657100,152100,252900
373,3134508,54002500,783800,1136600
374,5934628,100902400,1413800,2107900
375,3509247,59190900,832200,1435000
376,4719665,82957600,1127900,1694100
377,3980225,67350900,969000,1416400
378,2429597,41539200,588800,839600
379,5862329,103021100,1397800,2105300
380,440497,7450400,87700,122600
381,1112663,18859900,191500,312300
382,6995704,117978400,1662800,2857500
383,7115238,120179600,1694200,2525600
384,4449518,76212400,1067700,1568800
385,6901008,117246700,1638500,2443600
386,5864578,103413400,1390500,2104000
387,9142630,160041300,2245400,3222000
388,2949017,52012400,733100,1074700
389,2288794,38695600,522400,744600
390,8761187,148021900,2091800,3435100
391,8038615,137519300,1891500,2860700
392,2796812,47070800,636900,928600
393,5622487,99852700,1424700,2105800
394,9753146,168740800,2298200,3451600
395,8045845,141022100,2002100,2859900
396,3352287,57971900,811700,1191400
397,6016633,101992100,1450800,2226800
398,5132996,86712400,1265300,1823400
399,1725926,29159000,369900,520500
400,6959870,117993900,1657100,2474800
401,4849275,84105900,1177200,1785900
402,9266823,164180900,2306800,3398300
403,3363576,57165400,843600,1196200
404,3219943,56078100,772700,1124500
405,127566,2145500,16900,33400
406,709432,12017200,113600,194000
407,3384309,57129800,895700,1173000
408,5830044,100553200,1392900,2090200
409,2526729,44709100,580900,850700
410,4667967,78670500,1131700,1747400
411,5747917,97034700,1374300,2142400
412,4969743,84461600,1190500,1752200
413,3528700,61828000,852600,1258700
414,9818862,172860500,2346200,3472100
415,9636086,164353600,2264800,3445700
416,5914993,102269600,1425100,2323800
417,8562766,146590000,2031300,3035700
418,4032060,69857900,972700,1409300
419,5874194,99966000,1465600,2094400
420,3643584,61947500,879300,1281700
421,438287,7402900,57400,126800
422,6452280,112431900,1517200,2286900
423,1395688,23525400,236000,380600
424,3327310,58112800,793500,1175200
425,3510395,62163700,854500,1224200
426,8711831,147397400,2086800,3094100
427,1644988,30342200,390200,547400
428,1464192,25999600,328100,455100
429,5702898,96152500,1373800,2007900
430,565190,9517600,85800,147000
431,300459,5167100,52600,78300
432,6104252,106390500,1442500,2366100
433,736295,12454700,127500,192100
434,7307003,124905600,1731300,2897400
435,2231406,39621100,490600,720800
436,6665492,112609300,1596600,2369700
437,2355720,40942100,511500,744500
438,6937239,117437800,1757300,2460300
439,269134,4525600,38800,70000
440,9851143,170671500,2482400,3838500
441,1113285,18740700,174900,304400
442,532127,8960600,88600,139800
443,9819195,170856700,2394000,3623800
444,1771306,29900700,294700,477900
445,9805720,168042000,2339700,3584700
446,798299,13430600,140800,210200
447,3140005,52922900,754700,1058100
448,9812513,170077600,2445500,3510900
449,3713337,63087000,876900,1293100
450,3183217,59423600,773900,1144900
451,243045,4084500,31700,64000
452,3740389,63435400,887400,1304900
453,5326550,89974500,1316800,1892600
454,6911765,117492500,1648100,2440000
455,1320106,22327700,228900,379600
456,4504343,76567700,1127600,1656500
457,4129007,71735400,986300,1443100
458,3333481,56200000,784800,1141000
459,2527999,42594200,560800,786800
460,8689271,148571800,2047000,3097600
461,1976516,33283400,364700,581600
462,4615190,82690200,1224100,1703200
463,3871437,67556600,992000,1409600
464,1653943,27933900,311600,482900
465,6001974,104270800,1481900,2221400
466,8727604,147510700,2068500,3118500
467,2351549,41565400,541500,780100
468,8804659,148766400,2057300,3073700
469,2312642,40768300,614700,821500
470,2856773,48203000,693300,1185500
471,4991641,84970600,1203100,1785600
472,3098773,52438200,727400,1046200
473,3798978,64186400,901400,1317400
474,4573177,77989200,1093800,1597600
475,5645392,97234600,1390600,2068700
476,6818255,115716300,1614700,2408400
477,1930651,32620900,573000,735100
478,2070085,36352100,478500,710600
479,7441332,125691400,1784700,2826600
480,4076035,69621000,1307100,1768500
481,6751625,114064100,1607800,2387500
482,2191215,37639200,567200,758300
483,6153703,107140800,1487900,2182900
484,3448306,58108000,824500,1189600
485,6430489,110098500,1518600,2276600
486,9237582,157761400,2193000,3295100
487,8653093,147527700,2045800,3047500
488,5046805,85319400,1268200,1777800
489,2725287,47650800,651300,915200
490,573218,9757800,112700,149500
491,5329017,90138400,1285900,1896300
492,1962256,34915400,513700,713000
493,5082733,86565700,1204700,1778600
494,4408727,74411700,1046100,1532000
495,4991599,86025200,1189100,1764700
496,6079547,103792800,1442500,2148700
497,347095,6186500,51900,96900
498,5506941,97246900,1455500,2030000
499,6218997,105075200,1502600,2222600
500,1490330,25163100,246900,415000
501,4523093,79556800,1122200,1709300
502,9259275,156325400,2240400,3311100
503,7065984,119768400,1701400,2632000
504,9233619,157760600,2393800,3417300
505,4582864,77361900,1117700,1613000
506,3950952,68249900,984100,1434200
507,2027925,34138200,378800,596100
508,1519434,25596700,243300,415100
509,4063097,68839900,1009400,1418900
510,9689803,165981700,2287700,3425500
511,1792338,32474500,456600,614800
512,8227123,142005600,1968300,2910200
513,2805863,47692800,691400,999800
514,4287282,72816700,1102300,1493900
515,1354732,23236600,238400,388200
516,3138464,53103900,762900,1072400
517,566568,9961400,77400,156000
518,8921417,155145400,2196500,3175100
519,6363867,108083300,1513200,2246900
520,8977059,154809800,2192800,3183400
521,3647252,65160200,898100,1303400
522,7494184,128487800,1813700,2774000
523,1385616,24493500,290500,426500
524,6961218,118437600,1681100,2462200
525,2779055,48873900,692900,964600
526,6816766,124298700,1662700,2695400
527,5654963,97080400,1350200,2054100
528,5468633,92837800,1306700,2009300
529,7596661,131308700,1822000,2685300
530,7743024,132278500,1842500,2830200
531,4695471,79325400,1129400,1785900
532,7065923,119696000,1688200,2490500
533,7158048,123290300,1729900,2685700
534,1382867,24543500,301800,436000
535,3447197,59328700,855600,1238500
536,1622446,27345900,310000,470600
537,9928255,167525500,2411300,3497000
538,7552091,131626200,1842100,2739000
539,9874047,171502100,2489600,3550900
540,5508354,93713200,1346900,2074000
541,2365394,40196600,513000,772100
542,971538,18076700,244700,330100
543,6462676,110221800,1545900,2293900
544,1997592,33644900,505500,699600
545,5316086,93517700,1306400,1926100
546,4667733,79460500,1118900,1667800
547,1606897,27699500,400400,534400
548,4472529,75727300,1065100,1603200
549,6884902,118868200,1660000,2430900
550,6732023,114940700,1641100,2430400
551,4668260,79591700,1117600,1635100
552,4944539,84401400,1192300,1747800
553,254209,4346500,40700,66500
554,3164531,53647300,770700,1177400
555,4665274,78624100,1115800,1636400
556,260004,4392600,34100,68600
557,6367056,108459900,1515600,2260700
558,8695609,147923400,2050900,3095500
559,2900945,49057900,648400,982100
560,2228497,37594800,459000,688800
561,2796205,47962500,657400,957400
562,4333974,75087800,1176200,1696500
563,3115019,52586600,734500,1080900
564,9526186,162124800,2358200,3549700
565,7231607,122306400,1783300,2548400
566,9378280,158405600,2230900,3319200
567,9374341,179148600,2320900,3585400
568,6228030,107360100,1582900,2275300
569,5632126,94914400,1335600,1997300
570,3468665,61217900,838500,1205600
571,4792853,87126800,1192600,1772100
572,8516511,145298400,2022400,3025200
573,3604626,61945100,837000,1247400
574,4858808,83478100,1170900,1731200
575,1089318,18378600,155500,282700
576,7792646,136151900,1863000,2783400
577,2461638,42144300,552100,771600
578,8250295,141458500,1970900,2919500
579,5221223,88858900,1254000,1842600
580,9887618,171426400,2701800,3664900
581,1107777,18756300,207700,295600
582,3968274,71453700,975600,1513100
583,9716051,163464300,2356500,3450500
584,8730513,149135300,2053700,3161300
585,8040558,137830200,1950600,2958300
586,9134527,154031300,2162800,3250800
587,6225927,105155700,1486900,2196400
588,9096886,159562200,2154500,3265900
589,3477993,58844000,843500,1209300
590,4940142,87222800,1204300,1799000
591,1867657,31585100,371900,570000
592,7007849,120044700,1659300,2539000
593,4680520,82064600,1374100,1659700
594,3725518,63468400,908900,1301500
595,489721,8317100,68300,131400
596,2065378,35094000,440100,638100
597,2566323,45763500,603100,882100
598,2436704,42498300,564700,825000
599,3656363,61838400,883400,1270800
600,702560,11855400,120100,192800
601,3119625,52763900,817200,1065500
602,8794351,150706500,2083600,3178200
603,6783524,119514000,1637400,2440700
604,221785,3730800,29600,58000
605,6421208,109302000,1532600,2269100
606,4409169,74967100,1058500,1564400
607,1789216,30175200,295500,497400
608,7114537,119785600,1729700,2564100
609,5630468,96747000,1351200,2137600
610,3285340,62708900,789500,1151600
611,2527993,42910700,577200,854500
612,4556752,79052200,1095300,1596300
613,6619225,111978900,1572500,2362900
614,9339015,162248700,2216500,3314200
615,1792240,30187600,332000,524500
616,565711,9497300,74600,147900
617,7063564,121329800,1772400,2595300
618,9737110,167252300,2468200,3814100
619,2189077,36904400,440200,757900
620,4892619,83721500,1166300,1723200
621,9696695,167486500,2330000,3566800
622,2988326,54056400,739300,1070200
623,4815833,82571000,1146900,1697800
624,525989,8860900,109000,151900
625,9368795,159480100,2294200,3326700
626,3077580,51926800,699100,1024200
627,5971002,104005500,1443500,2129900
628,3444817,59115500,842400,1259800
629,7706622,129910100,1879100,2747100
630,6772001,115891400,1614700,2388800
631,25301,432000,3500,6900
632,7095547,124681500,1723500,2606200
633,8904712,154508000,2134900,3212400
634,1205139,20344500,191200,322000
635,4971727,85706700,1222700,1839000
636,3507829,59140300,809600,1208300
637,320381,5913700,46500,91900
638,7688660,130787800,1831700,2824600
639,8785769,151953800,2494100,3417200
640,8345653,142275800,2572400,3737300
641,6140478,104378300,1463700,2169600
642,3899518,66738300,944200,1378700
643,2113535,35678800,409400,616000
644,5027935,84964200,1227300,1836000
645,6756120,115695000,1838600,2654900
646,7111490,120243800,1675400,2532100
647,361311,6130700,52100,97300
648,1475732,25971200,250400,412400
649,5795932,97588300,1391000,2035600
650,1973596,33861600,482900,677700
651,9110277,156612400,2374700,3575800
652,1927779,32682500,415800,579900
653,3523316,63484400,1033600,1354700
654,4874326,82457200,1159900,1724600
655,2664736,44893400,581700,867600
656,3496297,62570400,892500,1244700
657,513585,8622900,83700,144900
658,9581624,165614000,2267900,3407000
659,378068,6414700,58900,108900
660,6747704,115724400,1625200,2381500
661,7456357,125830900,1757500,2637000
662,6286053,109055000,1501300,2224000
663,3055494,51777300,711200,1042900
664,2916988,49337700,669900,982000
665,725891,12186800,101600,191400
666,3350983,57328600,796300,1219700
667,4464401,75755700,1095100,1565200
668,9740438,168975500,2320300,3649700
669,1311726,22057500,199000,354700
670,5765427,99613800,1385800,2038400
671,1607408,27074400,284200,465000
672,7888855,136257600,1877000,2845700
673,7863272,135266700,1843800,2784100
674,1897642,33294200,456400,658200
675,5490305,94527400,1329100,1941900
676,2968777,50120800,693300,1009600
677,9029144,156287300,2247900,3242700
678,543646,9176600,94700,142500
679,9527089,161296600,2366000,3357900
680,7207711,122390600,1715100,2610600
681,4429099,79296200,1108800,1654600
682,6365239,107644900,1521700,2285600
683,2160372,36972900,534500,743600
684,9086546,155268800,2129900,3255900
685,2114106,35685400,391000,609800
686,6677232,116300500,1582900,2385300
687,2325098,40910700,456400,701400
688,1445511,24437700,250900,400900
689,4790686,84418000,1155000,1780000
690,7311213,124932900,1762300,2613500
691,2892878,51646300,798200,1107000
692,1175115,19887600,179800,319500
693,2478840,42055900,553100,792300
694,1881776,32274800,358900,552800
695,5248144,89343700,1260500,1853300
696,7701541,130021200,1949400,2756400
697,9539194,165272000,2311500,3488000
698,3472803,58573600,803600,1197500
699,4682804,80871500,1127000,1642000
700,9232003,158577000,2241400,3280900
701,8850272,151389500,2103300,3197700
702,6439242,109236000,1534000,2275900
703,6684062,112503800,1590800,2371000
704,9197061,161170300,2188800,3370100
705,7933781,135248200,1900300,2829800
706,804178,13713400,122000,217800
707,2287127,38673600,483900,695000
708,8872130,150227400,2108700,3252800
709,7982083,134572500,1884600,2803600
710,9935360,170497900,2353100,3718400
711,6506329,115185700,1543100,2301100
712,6763496,114030700,1617300,2459300
713,3340981,57494000,766700,1160600
714,823005,14191800,122900,215200
715,5613783,95378100,1359100,1997600
716,5585912,98658200,1386800,1997900
717,9305808,157413200,2179200,3287000
718,7687056,134202900,1829700,2742300
719,553357,9325200,72400,143800
720,6579574,116516600,1593500,2395900
721,3783506,63861900,869700,1311400
722,6132368,104855800,1469400,2170000
723,7424990,129892000,1849500,2655800
724,3951367,70689200,947300,1390900
725,8390056,145723100,1985000,3009700
726,5331034,92436600,1293200,1890500
727,57485,965300,7700,15100
728,88202,1484500,11700,23100
729,9484275,160085300,2213500,3359700
730,7909735,135460200,1874700,2837200
731,5356641,93557000,1338300,2029400
732,6465477,110384500,1536000,2318600
733,5322515,91394000,1255200,1891600
734,6909272,117168000,1637700,2436700
735,5908362,99503700,1447500,2079000
736,6562181,114404400,1557100,2304600
737,8307887,141600900,2089700,2923000
738,3582371,61608700,870300,1248900
739,8504966,143605100,2125000,3015200
740,7098193,124320900,1693500,2632400
741,4799906,86366600,1305500,1838100
742,3097553,52825800,754300,1075800
743,7608200,128346900,1835700,2717400
744,7828182,138534500,1862200,2778600
745,4536415,79659000,1090800,1681600
746,7828088,133367000,1859000,2798500
747,7035965,124005800,1676700,2491300
748,4723895,80210600,1130600,1657600
749,5992958,105839200,1483100,2124600
750,4089659,69016200,972900,1456600
751,8428174,146456700,2031100,3112300
752,6664772,112817300,1589500,2361000
753,3542771,59926800,843600,1235700
754,4849335,82231700,1140100,1684300
755,6232611,105327800,1555200,2395900
756,4968252,86090300,1173500,1758200
757,6832626,115309400,1663800,2431700
758,9577122,161995200,2271700,3541300
759,5389782,96933500,1341700,2046100
760,1089954,18454400,214800,305600
761,3115708,52538200,699700,1033800
762,3157783,53631400,778900,1145600
763,2144784,37447800,478200,702800
764,422747,7190400,60900,114700
765,3724793,63045300,1211800,1341500
766,7958047,134652900,1969300,2818500
767,8567900,145780000,2039800,3122300
768,3889106,68454200,946600,1364800
769,3697838,63568400,903300,1314500
770,9712012,165201100,2422600,3569800
771,3172177,53966700,762600,1076700
772,3164185,53465700,745600,1076900
773,490919,8650700,94400,138900
774,2304859,40096600,458400,678000
775,3416858,60623600,853700,1194600
776,5317725,92082900,1313200,1883900
777,3441703,63858000,838300,1245000
778,3099808,52296300,725200,1051800
779,6733194,114708900,1622700,2473500
780,4602550,77907000,1098800,1623000
781,5195414,88665200,1222400,1817300
782,4332681,77996400,1196600,1554700
783,5591118,95901600,1372000,2022700
784,293240,4937900,38500,76300
785,2598891,44043000,590600,1095600
786,9008667,153538100,2123100,3204100
787,5917699,103448300,1577300,2252000
788,9013717,152635400,2181900,3270100
789,5489457,93687300,1302400,1918200
790,9735167,165216800,2294700,3448100
791,8383294,142255100,2079700,3005100
792,7782405,131630700,1824700,2821600
793,8611721,149864900,2324700,3180300
794,9505610,160480700,2227200,3423100
795,1507570,25377400,244300,419700
796,2740475,46338900,661000,929300
797,4904215,82697100,1217200,1721700
798,1156490,20355800,247700,356500
799,2113273,35559900,380900,650100
800,9464612,159419500,2225200,3339900
801,1785032,31425300,306600,529100
802,874121,14761600,140600,234400
803,8513110,143861500,2027200,3062600
804,4816754,83924700,1155400,1751400
805,5284857,90938100,1266100,1891100
806,2878436,50483000,726000,1001600
807,4179184,70843100,1118700,1526800
808,7247644,123483600,1750800,2579400
809,3029312,52201400,714800,1009500
810,603437,10210600,89600,158200
