Run,Size,Time_insert (nanoseconds)
0,6512698,10145300
1,1177261,2630300
2,6644319,3672900
3,896747,371500
4,3756293,2414800
5,8651065,4226300
6,6670304,3397400
7,8565496,4532600
8,8991124,4453700
9,4839389,2555800
10,622557,187200
11,590693,181000
12,4049190,2481100
13,5877081,3271300
14,2217996,1361600
15,6598538,3176500
16,1872660,875200
17,2851399,1255800
18,138083,32300
19,2992834,1697600
20,2423722,1059900
21,6935966,3502900
22,4280428,2220600
23,4027344,2173400
24,5552809,3620300
25,1708993,609100
26,9471545,6545100
27,3101463,1483200
28,9807044,4866100
29,9124958,4394300
30,8533443,4167900
31,8236811,4540200
32,2797058,1393700
33,617173,215000
34,8914548,5872400
35,6898386,3324700
36,5955429,2970400
37,1387682,870400
38,3494922,1845800
39,5295426,2545300
40,170500,47400
41,7004605,3679800
42,1953363,1035500
43,9189229,4936200
44,9430731,4848400
45,4790727,2627400
46,8393097,4065500
47,9149228,5309600
48,4940568,2981700
49,5805176,3469800
50,4062243,2104600
51,8091439,4227800
52,1113032,413100
53,3285014,1850100
54,7052753,4262900
55,697186,347900
56,879866,470000
57,6958152,3489500
58,8563584,4309000
59,6147894,3315200
60,3859096,2084800
61,2775892,1385200
62,3355079,2590100
63,7710038,3746400
64,6409608,3273900
65,5642079,3646500
66,9695443,6063200
67,8271708,4266200
68,2945728,1415900
69,2387488,1128900
70,8858375,4313400
71,8309089,4018500
72,2203901,1201600
73,4432206,2256400
74,1719302,747200
75,382762,90500
76,9000054,4416500
77,8611074,4154100
78,2282663,1022400
79,5517307,3002800
80,6466706,3285300
81,2136418,1086200
82,8249797,4333100
83,3376444,1695600
84,1725964,1004000
85,9232656,4457400
86,8445101,4423800
87,6390369,3600700
88,9807494,5084200
89,6613936,3197500
90,4024797,1933400
91,8423421,4365600
92,6455035,3844400
93,6447463,3599300
94,9887962,5255200
95,244308,75100
96,2551638,1546200
97,1094686,395500
98,6195007,3190700
99,5791915,2821600
100,7203323,5551700
101,174687,43300
102,4688666,2480100
103,7621782,4085800
104,2415258,2359100
105,852912,571600
106,1482965,765000
107,695514,208100
108,5110188,2686800
109,5817792,2986200
110,2210674,1087300
111,5966878,3087000
112,1020384,300200
113,6292973,3222700
114,283358,71000
115,7456975,3743000
116,9059692,4302900
117,1043726,367500
118,6346028,3052600
119,6682586,3259000
120,1318291,621000
121,2176237,1202800
122,3941292,2047200
123,7196838,3480100
124,2845819,1564600
125,8016641,4434100
126,5439221,3274500
127,4684438,2358200
128,2730537,1392600
129,3993220,2147900
130,1919905,770600
131,8822628,4227200
132,3458629,1955100
133,9409700,4804700
134,7975344,4528400
135,5697114,2877100
136,6898915,4070700
137,4022443,1926700
138,1841706,720000
139,1129802,391900
140,546426,163000
141,12381,2800
142,3587400,1845100
143,685633,304900
144,8477397,4568300
145,4135824,2039900
146,5544845,2902100
147,8229055,3563000
148,2424412,1193400
149,5776401,2855700
150,541110,136700
151,6525281,3398700
152,7512986,4129400
153,4960860,2523900
154,3211554,1619100
155,9435929,4588200
156,896636,295600
157,3386167,1641600
158,8970871,6228500
159,2176806,1332100
160,6910142,3733200
161,3233797,1739000
162,7174198,4231900
163,5804484,2990100
164,4369631,2409600
165,1735434,1361000
166,8727400,4426900
167,7330722,3688000
168,8818798,6390500
169,721664,285800
170,9002838,5967300
171,8930131,4545000
172,4402907,2401000
173,5869933,3043400
174,8569694,4331500
175,6379082,3120300
176,458293,167600
177,9055107,4599700
178,8535236,4557000
179,2227138,1423200
180,458378,205500
181,6547802,3758300
182,847126,892800
183,5547555,3533200
184,6131160,3521600
185,2828481,2173000
186,5643051,3750700
187,2700732,2477700
188,6819186,3311400
189,8349948,7891100
190,4886983,2883000
191,3053665,1573400
192,2701412,1371000
193,1745935,635000
194,7872970,3917000
195,273159,68400
196,3041993,1811600
197,6137784,3111500
198,5788363,3109200
199,2419135,1261000
200,9921606,5303000
201,6118805,3535200
202,7197180,3508800
203,5010872,2335600
204,6213158,2738600
205,1314692,415500
206,7145516,3498800
207,7643908,3699600
208,3559166,2340300
209,5522837,3586700
210,5724906,2753500
211,9099027,4893700
212,3540070,1692800
213,3925367,1831200
214,1678364,715000
215,6561204,3473600
216,4922393,4498000
217,4484283,2582300
218,7474101,4091500
219,369556,89600
220,5530295,2739000
221,9033665,4585100
222,6924224,4500600
223,8920012,4749400
224,6927237,3386600
225,6050528,4765500
226,5316229,2675700
227,5465633,2842000
228,3454191,1795300
229,4995373,2411100
230,6387467,5573900
231,3301258,2094000
232,2233232,1078100
233,6419147,3975300
234,3725440,1841200
235,7234040,4111000
236,7066910,3484500
237,1540415,692300
238,4667147,2400800
239,8498950,4783800
240,7845116,3862400
241,7864967,4281200
242,9455192,5096800
243,7906531,3801100
244,7866256,4475900
245,9125199,4560000
246,2985725,1898500
247,7201477,3657600
248,2035123,1449900
249,8941828,4573200
250,2186882,960400
251,7120116,3492700
252,3456573,1671400
253,8962788,4504200
254,1936946,1100600
255,3924825,1979600
256,215836,57400
257,3633994,1763900
258,951048,594200
259,5760443,4105200
260,7179798,3835800
261,7175641,3494800
262,943684,312500
263,4442288,2670700
264,5365577,2883000
265,7324783,6398400
266,489605,134800
267,6231867,3016100
268,4660409,2322100
269,4931892,2375000
270,2943821,1450100
271,6564730,3226200
272,343022,93200
273,6276221,3319900
274,6349886,3105300
275,4410401,2122600
276,7403887,4365500
277,5513217,2923900
278,654576,185800
279,9574515,5097400
280,9054278,5179200
281,4213186,2610700
282,2109458,944200
283,885162,353800
284,2539978,1211200
285,9107291,5754100
286,8714596,6435200
287,6374916,3163100
288,3228570,1753500
289,9864951,5301100
290,859527,301800
291,1017540,408100
292,7238025,4104000
293,2619325,1206400
294,1747251,740100
295,2658636,1387100
296,9414004,4715000
297,6752765,4864600
298,7030504,3446000
299,8262440,4874300
300,673517,231400
301,9405556,4737800
302,5316656,2687600
303,5550651,2825300
304,7150727,3425700
305,2347635,1196300
306,4881492,2472100
307,7116541,3433000
308,1712113,604900
309,3389449,1660300
310,208548,56400
311,9303008,4964000
312,8117125,4055200
313,1047114,423300
314,4851303,2358000
315,5191816,3158400
316,5874145,2580900
317,766001,465100
318,1183435,407100
319,134442,37400
320,6457036,3584000
321,6106197,3010800
322,7608170,3774600
323,7120243,4148500
324,5490292,2678900
325,7195077,3506600
326,2661389,1973700
327,3600021,1718800
328,548627,142200
329,5530581,2697400
330,8133970,3996100
331,2298708,1552300
332,9595459,6196900
333,8567863,4233700
334,7669823,3706900
335,1683297,787400
336,208870,43600
337,335696,80700
338,9148089,4705900
339,8304684,4436700
340,7830371,4917700
341,3820202,2158600
342,383453,100000
343,1943097,989200
344,1843381,893200
345,7044480,3503900
346,9523082,4880900
347,8050773,4072700
348,3224818,1586900
349,4438397,2129600
350,2330384,1108000
351,9747043,4834000
352,1189597,440300
353,6612576,3221900
354,8760461,4334000
355,8348624,4137500
356,8920244,4394500
357,1589274,623200
358,4610933,2190600
359,5071040,2454000
360,7447834,3665400
361,4214862,2056500
362,7446239,3897700
363,337327,88600
364,9038971,4898000
365,7703159,3686100
366,7273497,3783000
367,4103695,1986000
368,4964161,2967900
369,1222919,493400
370,4514025,2261300
371,8787908,4318900
372,2366485,1099900
373,6108960,3365300
374,7028561,4141600
375,3382672,1661400
376,952986,358100
377,7462044,4010500
378,6675048,3848300
379,9559372,5179400
380,3610980,3699700
381,9265691,5422800
382,5953799,2993100
383,8786229,4189900
384,2376792,1060400
385,355954,90900
386,9722317,6458100
387,5701976,3039600
388,8693207,4340300
389,5236112,2739300
390,4397640,2173400
391,9491273,5092400
392,5545331,3520000
393,5259661,2728900
394,9225677,4511000
395,2000291,1114900
396,6322956,3168200
397,490527,115100
398,3206447,1541100
399,948546,372500
400,721586,236200
401,6657860,3314400
402,8348234,4689600
403,3567132,2297600
404,3288877,1618300
405,2866672,1485500
406,9648200,4629300
407,1365457,624800
408,6831194,3304700
409,1338024,502400
410,8776118,4937000
411,7578032,3629400
412,8365663,4300500
413,4737094,2368100
414,1819265,730200
415,5983903,3460600
416,4365157,2154400
417,6609227,3346700
418,7705519,3865000
419,4567485,2296500
420,6380030,3197700
421,4463344,2190200
422,8146239,4357500
423,4451394,2158200
424,4082986,2390700
425,9918318,5205300
426,4560643,2534500
427,4566453,2302100
428,9273909,4465000
429,1055089,423800
430,2624563,1392400
431,9257750,4735500
432,1736729,885100
433,3237328,1491600
434,9621427,5095200
435,8772655,5220100
436,8688914,4168700
437,9414582,4659700
438,8543354,4083000
439,7960600,4349000
440,6117206,3189300
441,640221,197800
442,9168231,4506500
443,325165,98900
444,9887401,5833300
445,1713591,629300
446,5504692,3220900
447,2660489,1782500
448,3240512,1846200
449,5344384,2714200
450,9276357,4949900
451,5291549,3595400
452,5584803,2851000
453,3357957,1560300
454,672135,230100
455,2172534,888800
456,9422856,4782300
457,5952400,3010500
458,614334,165300
459,9565773,5198400
460,1897738,965600
461,8552402,4433100
462,3740139,1821100
463,4032137,2082800
464,3299837,1632800
465,6278413,3126100
466,4646660,2818700
467,9035618,4520900
468,5945501,2969200
469,6320140,3169600
470,695084,221200
471,4167249,2158900
472,891778,294200
473,4538974,2963800
474,1219554,409900
475,4299725,2425800
476,9027664,5187700
477,5930407,3315200
478,5055832,2509600
479,9526961,6824300
480,5893954,3080100
481,8045899,4533100
482,312990,72200
483,4142393,2002200
484,2125158,1039100
485,2168119,1228100
486,2920720,1438300
487,8566817,4607500
488,5659450,2816500
489,8826086,4410500
490,2682393,1325000
491,8982607,4512100
492,2567815,1237200
493,7037581,6418700
494,3870406,2086300
495,3140162,1465500
496,5004085,2199100
497,4544722,2419300
498,5552523,4299200
499,4479936,2286100
500,8087092,4051800
501,8483429,4059400
502,4419141,2239600
503,4717535,2235400
504,6535831,4117200
505,8068595,4110600
506,6953735,4079700
507,1796909,810400
508,3025212,1557600
509,6154169,3011300
510,5935975,2857900
511,2239326,993400
512,1529359,569200
513,67082,9300
514,4207848,2026700
515,854367,260600
516,4882044,2425200
517,5356488,2846400
518,4134856,1826900
519,9001369,4541100
520,3786771,2182600
521,9631206,5225000
522,261230,67700
523,4849055,2296500
524,8474916,4628200
525,3851,100
526,8030224,3813400
527,8186467,3903600
528,9890386,4688900
529,5852181,2824300
530,9729624,5184800
531,1451932,654100
532,5233557,2572000
533,1764896,625700
534,2262204,1069800
535,907009,283400
536,2405756,1025000
537,2306552,1044200
538,9735121,4850600
539,6928476,3326100
540,6315487,3219600
541,8189293,4134400
542,4080804,2130600
543,3394567,1675200
544,2277677,1111900
545,151259,33600
546,5007204,2533500
547,185296,43200
548,8006594,4046200
549,5872430,4168200
550,5594985,2638400
551,7069907,3724100
552,418557,136200
553,7966578,4039500
554,4709179,2481700
555,6680675,5708400
556,6821291,3473100
557,5058429,2796500
558,2948603,1515400
559,3842491,2008800
560,2847568,1312100
561,2885227,1866400
562,3743418,1876000
563,4692213,2418300
564,4773008,3866200
565,9953342,5016400
566,2455545,1166500
567,4862016,2471100
568,7273681,3466600
569,8262485,4158600
570,3816366,1929700
571,2687891,1539100
572,7633668,3947500
573,8333735,4082800
574,8499229,4052900
575,5139068,2453300
576,5719921,3012100
577,6312310,2765900
578,3805576,1913900
579,7507127,3926000
580,8968758,4637500
581,9166093,4330400
582,39348,4900
583,4278487,2380800
584,4372652,2267600
585,7272972,3729000
586,8048578,3838700
587,7788255,6202300
588,6722138,3341800
589,4773251,2388300
590,7082570,4342400
591,4869376,2552600
592,2351085,1049500
593,4965140,2512700
594,6784392,3379000
595,1093769,410400
596,6189483,3104300
597,2737591,1329600
598,5185224,2469900
599,7293147,3934100
600,4240344,2430500
601,206447,68700
602,8912035,4476600
603,5217500,2592800
604,7756378,3899200
605,6803189,3566200
606,5455172,2837800
607,1591959,558900
608,4722544,2425400
609,1060729,397800
610,4342712,2200200
611,5015006,2603000
612,2098961,912200
613,119673,23800
614,1147458,380200
615,8557661,4059200
616,4132884,2161300
617,1123444,436000
618,9401105,4733300
619,7883465,4071800
620,9073573,4936100
621,2625185,1256300
622,5076293,2399400
623,2348887,1091700
624,8872084,4483800
625,731078,473900
626,7928333,3836100
627,2661909,1183500
628,4024418,2007000
629,9816905,6314900
630,93231,14700
631,9854417,4946200
632,1436057,491800
633,3392783,1596100
634,6685967,4182900
635,8878496,4350200
636,5527229,2752300
637,8513338,4413600
638,8277300,4241300
639,2249128,1068900
640,9978416,5121500
641,6624421,5871500
642,9151487,5253000
643,5903647,5416000
644,514900,172000
645,1479900,672700
646,3516527,1951600
647,1896706,953200
648,1148273,599500
649,2949135,2351100
650,1001153,393100
651,5762154,3024900
652,8117188,4686300
653,709501,222500
654,4576440,2434100
655,4931996,2490700
656,805233,256600
657,3907188,1767600
658,4699840,2731100
659,1820746,1302100
660,1681139,836200
661,7375262,4457600
662,4458424,2713200
663,3032828,1648500
664,5428891,2718600
665,5734461,3243800
666,3843574,2632300
667,5327572,2953900
668,6747283,3791800
669,3930713,3219800
670,8837087,4853700
671,9836499,4784000
672,6778001,3488500
673,3867826,2749400
674,3695390,1794100
675,5512330,3667100
676,3081763,1556200
677,6671114,3810300
678,8326266,4485400
679,2422824,1070300
680,2727211,1301200
681,1513959,688100
682,9901997,5246800
683,9811082,4896900
684,4889181,2503700
685,3299316,1787200
686,7367374,3497500
687,3303002,1681200
688,8202818,4094200
689,7066753,3618100
690,9586366,5030500
691,3802145,1901900
692,4072212,2497500
693,9933301,5010300
694,6254999,3016800
695,5906859,3089500
696,4123308,2090300
697,5024727,3011700
698,5353995,3029800
699,1890012,1148300
700,5914340,3229100
701,3470868,2014700
702,4298665,2329700
703,4628715,2232300
704,9622535,5663300
705,7692969,4347500
706,3288668,2133400
707,810909,336200
708,8106418,4620500
709,5736847,3029700
710,9518407,5093700
711,7247323,4238700
712,8634320,5218900
713,5520160,3116300
714,8887314,4514300
715,7912024,4080500
716,3206107,1709800
717,5951777,3377800
718,689744,253900
719,3368373,4594200
720,8820069,5249100
721,6096451,3277600
722,3845659,2334800
723,4621176,2203200
724,5648748,2834000
725,3844262,1975100
726,2989967,1944600
727,1980879,880400
728,9508415,5167800
729,1674000,627700
730,2898915,1452800
731,3045307,1580500
732,412455,219400
733,9307659,4803800
734,3453527,1703700
735,4620337,2243100
736,4942737,2619400
737,9240142,5262100
738,2902823,1609100
739,7451008,3767000
740,1316982,491100
741,3955690,1877600
742,4689454,2229500
743,3514734,1827400
744,991143,461000
745,9439692,4851400
746,4363679,2547400
747,5009796,2542500
748,6866156,3713200
749,3641181,2011500
750,5825608,2962600
751,4414010,2134000
752,7292372,3805900
753,9034111,4420800
754,8135733,5836300
755,880351,316400
756,3204468,1783600
757,3825438,1897200
758,6272205,3473300
759,7739650,3729000
760,730143,213700
761,4056440,2046300
762,5388512,2732000
763,1583519,631000
764,7935227,4145700
765,336239,86300
766,2806635,1271500
767,6586306,3176800
768,6095991,3099200
769,7979375,4147100
770,1162626,423000
771,8143920,4891700
772,5877670,2962600
773,1398142,477900
774,891876,273700
775,1559940,614800
776,9900743,4950200
777,7702250,3717000
778,1515692,682100
779,9207373,4631000
780,3221392,1514400
781,7632891,4059700
782,7849708,4121900
783,1182148,363500
784,1125569,386600
785,16967,2100
786,4990731,2374300
787,111499,18600
788,4612946,2464000
789,6729086,3398700
790,8097050,4293600
791,2674003,1153300
792,7173092,4341200
793,3551150,2203400
794,2433578,1179600
795,323027,86400
796,1972542,958800
797,8292079,3975900
798,1903339,912700
799,6326020,3336800
800,3717956,1801000
801,4635697,2171500
802,856309,316200
803,8392069,4084700
804,4637728,2340000
805,249765,79300
806,7087711,3357500
807,478816,113500
808,9425616,4487200
809,1093934,386400
810,2500514,1198900
811,5680550,2758400
812,4192812,2436800
813,423160,98800
814,8818034,4688800
815,8098773,4517500
816,4993126,2404300
817,9792906,4656800
818,6271904,3023700
819,8733386,4344700
820,7114523,3505300
821,8437439,4958300
822,4662504,2885300
823,4164957,2754000
824,9701791,4923500
825,8737435,4831000
826,9899027,5434100
827,2434753,1322700
828,1610879,592500
829,1410811,526200
830,4888905,2630000
831,8300634,5113200
832,4175082,3185400
833,9913995,5120400
834,8640232,4106800
835,2114357,932200
836,2375650,1173400
837,2762458,1432900
838,8973227,4281500
839,2343720,1047500
840,4413218,2093400
841,2006016,1019700
842,1352213,546900
843,1153706,667500
844,5184004,2568700
845,6448079,3137300
846,8511536,4273500
847,7499710,4032500
848,3410840,1714400
849,8334112,4395800
850,1160076,418800
851,3944083,1946500
852,1627399,680700
853,4711234,2349700
854,4768847,2273700
855,7212780,3680900
856,4741355,2680700
857,1185153,472400
858,6431056,3300400
859,4386694,3317100
860,7747048,4138200
861,8972026,4411900
862,4154705,2004300
863,6647001,3342200
864,7555763,3858000
865,6436720,3091500
866,5888182,3034900
867,6816995,3284500
868,3809395,1860800
869,6973266,5226300
870,5772303,3306700
871,2968477,1480700
872,7899918,4056500
873,5652524,3000100
874,1618521,653600
875,6734028,3212700
876,327473,85400
877,220021,55600
878,9023572,4271000
879,561393,144800
880,1860123,847400
881,1283674,585300
882,7940943,4186500
883,9831442,5275200
884,9791492,4698000
885,1450171,678400
886,5696530,2749200
887,8759828,4396600
888,2001,200
889,784830,281600
890,9130106,4965200
891,8190812,4846600
892,4935717,2481500
893,6446910,3244700
894,1152256,420300
895,5278466,2662100
896,8118275,3909200
897,631242,289000
898,6222914,2985000
899,5576456,3204700
900,9183951,4651700
901,1820755,690600
902,8345096,4882400
903,8339134,4263600
904,2849153,1509600
905,3678329,1758700
906,7919419,3928300
907,7238599,3575100
908,2491352,1277400
909,7950042,4829300
910,8524079,4908200
911,6064664,3268700
912,68416,9800
913,7453164,5168200
914,7986397,3993600
915,9845983,4949400
916,3305355,1745900
917,5845387,2871400
918,9611970,5204000
919,8768744,4210000
920,7157097,3436600
921,9111606,4353200
922,5096533,2475600
923,2673478,1435900
924,8776301,4598000
925,2006727,846500
926,5716241,2723400
927,4467939,2432600
928,8438777,4253000
929,2437677,1065700
930,7306699,4522200
931,2615697,1278400
932,652005,203100
933,1529476,604000
934,6700283,3427300
935,369749,238900
936,2811232,1382000
937,418520,134200
938,724953,246900
939,5678966,2693500
940,3226396,1514700
941,9835913,4959800
942,8391583,4618100
943,5338069,2765700
944,1044525,362800
945,1241882,426200
946,526746,119700
947,4666423,2581000
948,7852879,4079300
949,2744328,1341500
950,5521364,2632900
951,8409281,4141000
952,6051208,3041800
953,1786925,676500
954,2561530,1217800
955,7513173,3753100
956,9791232,4767100
957,4576318,2175400
958,6079852,3088900
959,3050997,1421200
960,5703589,2892800
961,3008402,1407400
962,1551077,620200
963,8208814,5991900
964,8885148,4239700
965,3876377,1840700
966,1441601,515000
967,3957804,2003100
968,9632184,5244500
969,9135640,4763200
970,4107425,1957700
971,6505115,5358200
972,8924648,4268700
973,1560388,640200
974,3702863,1870600
975,673730,283500
976,3554880,1791600
977,3390823,1659200
978,2271327,1064600
979,8830388,5014600
980,1414280,563500
981,6819814,3602600
982,2679283,1644100
983,521532,167900
984,6863124,3520200
985,2959893,1505000
986,909706,286600
987,8372797,5258300
988,4942284,2422400
989,8731295,4821200
990,9834822,4903400
991,732123,236200
992,5814474,3346900
993,5527039,2928500
994,618467,194900
995,2448907,1189900
996,4255713,2125400
997,8530487,5294400
998,153691,37000
999,9679066,4879700
1000,3044384,1432500
1001,2791208,1372100
1002,6941569,3760400
1003,6418060,3141900
1004,5093992,2430400
1005,1841491,665100
1006,7673301,4798800
1007,2134212,1007100
1008,3379622,1703100
1009,929793,467500
1010,2376549,1216400
1011,4834746,2454500
1012,8899253,4953400
1013,5711567,3110300
1014,7049153,3727800
1015,3742702,1876000
1016,5863629,3109600
1017,1398592,746100
1018,7614233,3993900
1019,4548176,2260600
1020,6728588,3335500
1021,8882652,4521400
1022,8878146,4454400
1023,2271462,1041400
1024,9936699,5004600
1025,811162,271600
1026,394,200
1027,6645645,3401100
1028,4081209,2256800
1029,5795073,2942100
1030,7400400,4488600
1031,8061501,3870000
1032,650626,207000
1033,1149624,370100
1034,1547051,655100
1035,375066,102400
1036,5659373,2834100
1037,8860899,4441100
1038,4022863,1914500
1039,4378801,2058600
1040,184983,47400
1041,926041,337600
1042,1673680,819100
1043,2877455,1713600
1044,4114441,2125500
1045,6357710,3422300
1046,5190602,2771400
1047,1686837,653100
1048,7124505,3623500
1049,8219416,4093500
1050,1112257,432300
1051,2402484,1169800
1052,5169261,2964300
1053,2355494,1257800
1054,2791869,1458300
1055,9645356,4988200
1056,2098725,1149500
1057,3883753,1882800
1058,3697330,2277900
1059,8846518,4420300
1060,9280384,4801100
1061,9732560,6737500
1062,7663181,3773200
1063,9318154,4698200
1064,307724,79100
1065,3820866,2055500
1066,4125179,2300700
1067,2859859,1391300
1068,2953654,1786700
1069,2505628,1356100
1070,9037925,4855200
1071,2501959,1115100
1072,3934069,1972200
1073,9750630,5778900
1074,8664083,4347800
1075,1772839,920400
1076,4145808,2078500
1077,133839,30300
1078,7681002,4025200
1079,1572799,687300
1080,2812507,1345600
1081,7903691,4188600
1082,8064356,5430500
1083,7716941,3788900
1084,2589080,1265300
1085,1672118,619800
1086,173941,42700
1087,6602841,3306200
1088,3396559,1799200
1089,9124662,4780200
1090,2321343,1283300
1091,6720844,3398200
1092,6997783,3667400
1093,8849423,4328400
1094,8158402,3990400
1095,6618705,4616900
1096,2705268,1471800
1097,6715321,3430100
1098,8618374,4728300
1099,2688283,1694900
1100,5557782,2996300
1101,5767212,3028900
1102,9287590,5082600
1103,5927105,3324900
1104,5163058,2755800
1105,9324824,4829500
1106,3294037,1691300
1107,5974341,3211400
1108,7765482,3855400
1109,3146524,1698300
1110,4076497,2038500
1111,7989771,4351600
1112,23721,4600
1113,4931515,2445100
1114,5809440,2863000
1115,1891528,751300
1116,8160359,3964400
1117,5809426,3624800
1118,7388168,3858300
1119,5746178,3428500
1120,9198198,4748700
1121,5655367,2700100
1122,9362845,5227800
1123,2755781,1299400
1124,2121952,856300
1125,3625694,1984200
1126,7776404,3893800
1127,8875381,5042700
1128,9965844,5385700
1129,2359632,1469900
1130,7334067,3832200
1131,5664064,2940700
1132,3007765,1711100
1133,7949280,4315100
1134,3857605,2129500
1135,5019058,2399800
1136,6701646,3534400
1137,2838532,1656900
1138,8863352,4676600
1139,760288,367100
1140,8204277,4291400
1141,8566659,4471500
1142,5829506,3181600
1143,1753032,876400
1144,1091521,432300
1145,1896255,1123500
1146,6214234,3262700
1147,3104080,2091500
1148,4013022,2021900
1149,7935303,3951200
1150,1888823,1043000
1151,9056377,4498500
1152,3825390,1851700
1153,2803972,1266900
1154,5074995,2534200
1155,4991255,2878200
1156,4845511,2498000
1157,6507247,3113200
1158,4508029,2420800
1159,8169334,4401600
1160,6451204,3342800
1161,5592075,3117000
1162,232419,61500
1163,4119301,2091000
1164,389078,92800
1165,2862646,1442500
1166,1188861,472500
1167,6895795,3948400
1168,833711,340800
1169,4260642,2268300
1170,4990341,2216500
1171,6208504,3129900
1172,3694566,1804700
1173,1563119,626500
1174,4647057,2724600
1175,5627758,2818500
1176,2182430,1231300
1177,9858309,6044100
1178,6189995,3153300
1179,3992158,2000800
1180,8514843,5104300
1181,5585393,3389800
1182,9862342,5783500
1183,3575865,1922500
1184,2973085,1568400
1185,4899898,2383700
1186,3781672,1839400
1187,2974692,1866000
1188,9995959,5867500
1189,9660152,5191100
1190,4436949,2353600
1191,798587,248300
1192,7953822,3996900
1193,5121223,2578900
1194,8215472,4138400
1195,5230782,2991900
1196,4513119,2348500
1197,1998791,925900
1198,923683,301200
1199,578279,161200
1200,1564278,838700
1201,5467244,2978900
1202,5996626,3357000
1203,6857856,3433600
1204,8413569,4015300
1205,8972123,4393500
1206,9585344,5290000
1207,2146187,1095600
1208,4202087,2010300
1209,3586318,2108600
1210,4061267,2243100
1211,9467518,5412400
1212,3792437,1889300
1213,6389607,3405400
1214,3068970,1522700
1215,4429863,2142300
1216,4172905,2037100
1217,21930,3100
1218,5091392,2430800
1219,7848825,4564200
1220,7681273,3658700
1221,9130176,4987700
1222,6040404,3001600
1223,5554939,2829900
1224,8460239,4926500
1225,9709260,4911800
1226,7765580,4025700
1227,4262869,2041700
1228,7519996,3985000
1229,1698802,815000
1230,4072022,1939200
1231,1920467,1043800
1232,7595044,3989700
1233,1502395,536200
1234,8941725,5098800
1235,8545324,5889700
1236,4286353,2168600
1237,6355049,3201600
1238,6514642,3798100
1239,9988924,5017500
1240,8354436,5133800
1241,3567397,3247000
1242,3098425,1671100
1243,9060325,4471600
1244,7627920,4001600
1245,8676408,5155300
1246,3261994,1585500
1247,5848011,3204800
1248,1794332,971900
1249,9810194,6852800
1250,442090,156500
1251,9314531,6670000
1252,6955145,3515200
1253,4856835,2416900
1254,2070159,852700
1255,1216332,428200
1256,2392246,1104900
1257,3252804,1555500
1258,6129032,3231700
1259,4776581,2457000
1260,3977844,2143800
1261,7785239,3728600
1262,799712,246200
1263,4265781,2322500
1264,9369688,4692200
1265,5330705,2619900
1266,497218,126000
1267,8731445,4269300
1268,1838200,681000
1269,4928749,2580800
1270,5748301,2978500
1271,8396463,4261000
1272,5835103,2989000
1273,1645534,612100
1274,4558458,2238400
1275,9768956,5337400
1276,6857250,3792500
1277,1724890,628800
1278,4230174,2024400
1279,4455798,2203600
1280,7350778,4772800
1281,630324,156600
1282,3818159,1881000
1283,4900476,2308700
1284,834688,259400
1285,4864962,2325900
1286,4730708,2567100
1287,4955955,3736300
1288,3037295,1463900
1289,3160011,1469200
1290,9465135,4501500
1291,4269538,2046200
1292,6747352,3607600
1293,4707729,2355100
1294,1636970,1306900
1295,5338325,2659400
1296,4290544,1957700
1297,2983904,1468800
1298,7013955,3613500
1299,1067692,536700
1300,7096592,3886700
1301,1058463,316000
1302,3226164,1537200
1303,6526903,3354700
1304,7477244,3770900
1305,2868498,1845600
1306,2074693,2078500
1307,3784183,1811200
1308,1276160,477700
1309,4111149,2082300
1310,3957710,2496200
1311,7392995,3552500
1312,1186489,578300
1313,6689196,3472200
1314,370959,101800
1315,8151671,3908700
1316,7905189,3956500
1317,4729465,2257200
1318,936050,311400
1319,6473531,3184500
1320,2018373,1140300
1321,6672411,3674300
1322,3196259,1639100
1323,6217023,3140800
1324,8143245,4361500
1325,598488,219200
1326,2847787,1397700
1327,9547842,5403900
1328,6292850,3293200
1329,9939851,5002800
1330,7722252,3676900
1331,6852126,3469700
1332,6158293,3597600
1333,3117712,1433500
1334,662258,201100
1335,3568179,1719500
1336,371620,136000
1337,4476676,2300100
1338,9620345,4760600
1339,3840396,1843100
1340,363142,102500
1341,864335,326300
1342,8872614,4673000
1343,6581699,4064100
1344,1001865,356400
1345,5366712,2684500
1346,7485543,4012900
1347,5508776,2937000
1348,7484693,3953900
1349,5449363,2697800
1350,6460866,3215900
1351,674017,222600
1352,2738174,1324400
1353,8631227,4332700
1354,9740189,4971500
1355,3286917,1568700
1356,6987846,3594500
1357,21728,2500
1358,8097570,4029400
1359,1972064,948200
1360,1480409,599100
1361,2458573,1154600
1362,9807571,4682500
1363,152427,34200
1364,2814680,2028900
1365,1747333,819400
1366,3682973,2760500
1367,2162328,1091200
1368,2221691,924200
1369,1014003,329400
1370,9200821,5221900
1371,7840121,3753100
1372,6766972,3787000
1373,8165940,4095500
1374,1600473,994700
1375,9439167,4750900
1376,1674041,639400
1377,6818135,3489000
1378,7732976,3726400
1379,638864,166900
1380,3276310,1683200
1381,7977636,4467800
1382,3871121,1942700
1383,4962826,2354600
1384,4611771,2268800
1385,6774456,3492100
1386,2073599,955200
1387,9973813,5435800
1388,758033,608300
1389,4136970,2065000
1390,9959342,4892200
1391,1310357,642100
1392,3501843,1709400
1393,5238087,2623200
1394,3824535,1825300
1395,32098,4100
1396,5193361,2728700
1397,2387177,1031000
1398,8335135,4199900
